Player Name,Team Name,Nationality,Height,Weight,Age,Foot,Rating,Primary position,Secondary positions,Backup positions,Overall Rating,League,Region,offensive_awareness,ball_control,dribbling,tight_possession,low_pass,lofted_pass,finishing,heading,set_piece_taking,curl,defensive_awareness,tackling,aggression,defensive_engagement,speed,acceleration,kicking_power,jumping,physical_contact,balance,stamina,gk_awareness,gk_catching,gk_parrying,gk_reflexes,gk_reach,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
Sokol Çikalleshi,Tractor SC,Albania,185,79,34,Right foot,C,CF,['Centre Forward'],"['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Right Wing Forward', 'Second Striker']",72,AFC Champions League Two™,Europe,75,63,62,56,57,52,73,75,60,58,48,50,52,67,64,60,70,64,76,54,62,40,40,40,40,40,Occasionally,Very High,Unwavering,Medium
Keidi Bare,Zaragoza BA,Albania,174,66,27,Right foot,B,DMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Right Wing Forward', 'Second Striker']",72,Spanish 2nd Division,Europe,58,69,63,70,71,67,55,55,59,63,67,70,77,72,65,69,71,62,62,72,79,40,40,40,40,40,Rarely,Medium,Standard,Medium
Giacomo Vrioni,New England BW,Albania,188,79,26,Left foot,C,CF,['Centre Forward'],['Second Striker'],72,American League,Europe,70,68,63,67,57,54,70,69,56,57,41,44,58,57,75,64,66,68,70,61,71,40,40,40,40,40,Almost Never,Medium,Standard,Medium
Elhan Kastrati,A.S. Cittadella,Albania,189,93,27,Right foot,B,GK,['Goalkeeper'],[],72,Serie BKT,Europe,40,48,41,40,51,54,40,46,48,40,43,40,41,58,55,53,67,62,67,50,48,69,68,67,70,72,Rarely,Medium,Standard,High
Elvis Kabashi,AC Reggiana 1919,Albania,177,70,30,Left foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']",71,Serie BKT,Europe,59,72,65,68,71,74,61,60,65,70,61,63,66,64,63,66,69,66,59,65,69,40,40,40,40,40,Rarely,Medium,Standard,Medium
Ylber Ramadani,Lecce GR,Albania,185,75,28,Right foot,C,DMF,['Defensive Midfielder'],['Centre Midfielder'],71,Italian League,Europe,56,67,61,65,65,64,52,62,58,61,67,69,77,73,63,61,75,63,72,60,74,40,40,40,40,40,Rarely,Medium,Standard,Medium
Rey Manaj,Sivasspor,Albania,182,76,27,Right foot,D,CF,['Centre Forward'],"['Right Wing Forward', 'Second Striker']",71,Trendyol Süper Lig,Europe,71,67,63,62,59,52,69,61,57,60,48,47,55,61,68,66,65,69,69,68,60,40,40,40,40,40,Regularly,Very High,Standard,Medium
Adrian Bajrami,SL Benfica,Albania,188,78,22,Left foot,C,CB,['Centre Back'],['Left Back'],70,Liga Portugal Betclic,Europe,43,64,56,60,60,62,42,69,51,52,65,69,67,71,70,64,70,69,65,61,74,40,40,40,40,40,Rarely,Medium,Standard,Medium
Alen Sherri,Cagliari RB,Albania,197,89,27,Right foot,C,GK,['Goalkeeper'],[],70,Italian League,Europe,40,53,49,43,54,58,40,46,51,42,58,47,44,58,52,50,64,61,70,57,52,66,63,64,67,69,Rarely,Medium,Standard,Medium
Enea Mihaj,FC Famalicão,Albania,186,78,26,Right foot,C,CB,['Centre Back'],[],70,Liga Portugal Betclic,Europe,50,58,53,54,62,60,49,71,48,51,69,71,67,70,61,56,67,72,74,59,65,40,40,40,40,40,Rarely,Medium,Standard,Low
Amir Abrashi,Zürich BW,Albania,172,71,34,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']",['Attacking Midfielder'],70,Swiss League,Europe,55,63,58,63,69,63,52,51,53,60,66,75,81,79,52,64,70,64,66,73,77,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
Frédéric Veseli,FC Südtirol,Albania,183,78,32,Right foot,C,RB,"['Centre Back', 'Right Back']","['Left Back', 'Defensive Midfielder', 'Right Midfielder']",70,Serie BKT,Europe,60,62,60,60,63,63,55,69,56,57,68,71,67,67,72,67,61,70,62,66,73,40,40,40,40,40,Rarely,Medium,Standard,Medium
Taulant Xhaka,Basel RB,Albania,172,72,33,Right foot,C,DMF,"['Left Back', 'Right Back', 'Defensive Midfielder']","['Centre Back', 'Centre Midfielder', 'Right Midfielder', 'Attacking Midfielder']",70,Swiss League,Europe,55,62,57,62,70,68,52,54,58,50,62,71,81,77,54,63,72,62,70,72,80,40,40,40,40,40,Rarely,Medium,Unwavering,Low
Arbnor Muja,Samsunspor,Albania,179,78,26,Right foot,B,RWF,['Right Wing Forward'],"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward']",69,Trendyol Süper Lig,Europe,64,66,69,60,62,61,66,54,58,60,50,48,55,54,74,78,62,57,55,67,62,40,40,40,40,40,Occasionally,High,Standard,Medium
Silvio Merkaj,FC Südtirol,Albania,188,80,27,Right foot,D,CF,['Centre Forward'],['Second Striker'],69,Serie BKT,Europe,69,63,60,61,57,51,68,67,56,50,44,44,48,55,60,62,70,67,73,63,62,40,40,40,40,40,Occasionally,High,Standard,High
Stiven Shpendi,Carrarese Calcio 1908,Albania,181,74,21,Right foot,C,CF,['Centre Forward'],"['Attacking Midfielder', 'Right Wing Forward', 'Second Striker']",69,Serie BKT,Europe,65,70,68,69,61,56,69,57,56,60,46,45,50,53,71,70,65,56,63,69,64,40,40,40,40,40,Rarely,Medium,Standard,Medium
Cristian Shpendi,Cesena FC,Albania,181,74,21,Right foot,C,CF,['Centre Forward'],['Second Striker'],69,Serie BKT,Europe,71,63,63,58,58,56,71,61,60,60,49,43,46,53,67,69,64,63,64,60,63,40,40,40,40,40,Rarely,Medium,Standard,Medium
Anis Mehmeti,Bristol R,Albania,180,63,23,Right foot,C,LWF,"['Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Centre Midfielder', 'Right Midfielder', 'Second Striker']",69,English 2nd Division,Europe,60,66,71,65,62,64,63,47,64,70,51,44,52,46,72,77,67,60,55,72,69,40,40,40,40,40,Rarely,Medium,Inconsistent,Medium
Sergio Kalaj,Frosinone Calcio,Albania,193,78,24,Right foot,C,CB,['Centre Back'],[],69,Serie BKT,Europe,50,56,52,52,56,59,47,65,50,52,68,69,69,64,60,59,65,61,73,52,62,40,40,40,40,40,Rarely,High,Standard,Medium
Taulant Seferi,Sipay Bodrum FK,Albania,177,75,28,Right foot,D,LWF,"['Left Midfielder', 'Left Wing Forward', 'Second Striker']","['Right Midfielder', 'Attacking Midfielder', 'Right Wing Forward', 'Centre Forward']",69,Trendyol Süper Lig,Europe,66,69,75,68,62,53,66,57,58,60,42,44,60,42,69,77,63,59,57,65,60,40,40,40,40,40,Occasionally,Medium,Inconsistent,Medium
Arlind Ajeti,Sipay Bodrum FK,Albania,184,83,31,Right foot,C,CB,['Centre Back'],['Right Back'],69,Trendyol Süper Lig,Europe,52,57,51,57,59,61,56,72,46,50,62,69,73,68,58,60,61,74,75,56,64,40,40,40,40,40,Occasionally,Medium,Standard,Medium
Kleis Bozhanaj,Modena FC,Albania,180,70,23,Right foot,B,SS,"['Centre Midfielder', 'Attacking Midfielder', 'Second Striker']","['Left Midfielder', 'Left Wing Forward', 'Centre Forward']",68,Serie BKT,Europe,64,68,67,66,60,57,66,56,60,56,51,54,57,53,66,70,72,60,60,65,65,40,40,40,40,40,Occasionally,Medium,Inconsistent,Medium
Medon Berisha,Lecce GR,Albania,186,70,21,Right foot,D,CMF,"['Centre Midfielder', 'Attacking Midfielder']",['Defensive Midfielder'],67,Italian League,Europe,60,68,64,62,70,67,57,52,60,60,59,60,63,59,60,65,60,57,65,60,72,40,40,40,40,40,Occasionally,High,Standard,High
Zylyf Muça,Brescia Calcio,Albania,178,70,19,Right foot,C,RB,['Right Back'],['Right Midfielder'],64,Serie BKT,Europe,52,60,64,60,58,61,48,52,51,56,68,62,66,61,70,69,59,56,57,53,68,40,40,40,40,40,Rarely,Medium,Standard,Medium
Alain Taho,Internazionale Milano,Albania,189,72,17,Left foot,C,GK,['Goalkeeper'],[],63,Italian League,Europe,40,51,53,43,55,58,40,46,51,42,59,47,44,58,54,53,63,62,58,53,54,62,60,60,64,62,Rarely,Medium,Standard,Medium
Antzelo Sina,Rio Ave FC,Albania,188,75,20,Left foot,C,GK,['Goalkeeper'],[],63,Liga Portugal Betclic,Europe,40,48,40,43,53,56,40,42,48,42,45,45,45,58,53,53,62,62,60,49,53,62,60,60,64,63,Rarely,Medium,Standard,Medium
Giulio Veliaj,Cesena FC,Albania,193,81,19,Right foot,C,GK,['Goalkeeper'],[],63,Serie BKT,Europe,40,43,40,40,44,52,40,40,51,48,50,45,47,58,54,48,62,60,72,57,52,59,60,62,60,65,Rarely,Medium,Standard,Medium
Arda Kurtulan,Adana Demirspor,Albania,183,72,22,Right foot,B,LWF,"['Left Wing Forward', 'Centre Forward']","['Left Midfielder', 'Right Wing Forward', 'Second Striker']",63,Trendyol Süper Lig,Europe,61,65,66,58,57,55,61,52,52,55,49,45,60,60,73,66,60,61,57,58,54,40,40,40,40,40,Rarely,High,Standard,Medium
Denis Prendi,U.S. Cremonese,Albania,179,78,18,Right foot,C,CB,['Centre Back'],[],62,Serie BKT,Europe,53,58,55,54,61,63,44,60,55,56,62,66,60,64,62,61,63,62,64,58,57,40,40,40,40,40,Rarely,Medium,Standard,Medium
Lundrim Hetemi,Vejle RH,Albania,170,64,24,Right foot,C,CMF,['Centre Midfielder'],"['Left Back', 'Defensive Midfielder', 'Attacking Midfielder']",62,Danish League,Europe,57,63,62,67,65,63,60,53,62,65,55,60,62,64,60,68,60,62,53,62,67,40,40,40,40,40,Rarely,Medium,Inconsistent,Medium
David Alaba,Madrid Chamartin B,Austria,180,78,32,Left foot,D,CB,"['Centre Back', 'Left Back', 'Defensive Midfielder', 'Centre Midfielder', 'Left Midfielder']","['Right Back', 'Attacking Midfielder', 'Left Wing Forward']",80,Spanish League,Europe,60,74,68,72,77,77,54,64,77,77,79,76,70,77,74,70,75,74,67,72,68,40,40,40,40,40,Almost Never,High,Unwavering,Low
Konrad Laimer,FC Bayern München,Austria,180,72,27,Right foot,D,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Right Midfielder']","['Right Back', 'Attacking Midfielder']",78,Other (Europe),Europe,62,70,66,65,75,70,64,59,55,61,62,69,80,79,76,73,67,71,73,75,85,40,40,40,40,40,Rarely,High,Unwavering,Low
Marcel Sabitzer,Free Agents,Austria,178,76,30,Right foot,C,CMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Left Midfielder']",78,Free Agent,Europe,66,73,71,75,75,72,67,59,70,70,60,65,75,71,66,72,78,65,67,70,79,40,40,40,40,40,Rarely,High,Unwavering,Low
Kevin Danso,Tottenham WB,Austria,190,87,26,Right foot,B,CB,['Centre Back'],[],77,English League,Europe,52,62,56,55,64,61,48,72,53,51,72,73,75,71,74,65,55,74,79,54,68,40,40,40,40,40,Rarely,Medium,Unwavering,High
Philipp Lienhart,Free Agents,Austria,189,82,28,Right foot,C,CB,['Centre Back'],['Defensive Midfielder'],77,Free Agent,Europe,54,64,59,61,65,65,56,75,53,55,72,75,71,71,65,69,60,73,76,58,70,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
Gernot Trauner,Feyenoord Rotterdam,Austria,183,82,32,Right foot,C,CB,['Centre Back'],"['Defensive Midfielder', 'Centre Midfielder']",76,Eredivisie,Europe,54,65,59,60,67,68,53,74,56,60,74,74,67,74,64,60,70,76,77,56,71,40,40,40,40,40,Almost Never,Medium,Standard,Medium
Marko Arnautović,Internazionale Milano,Austria,192,83,35,Right foot,C,CF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Centre Forward']","['Attacking Midfielder', 'Second Striker']",76,Italian League,Europe,71,73,67,69,65,63,71,70,64,70,49,53,65,60,67,64,75,64,77,61,67,40,40,40,40,40,Rarely,High,Standard,Low
Nicolas Seiwald,Free Agents,Austria,179,70,23,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Right Midfielder', 'Attacking Midfielder']",75,Free Agent,Europe,63,73,70,74,75,72,59,57,66,64,60,58,62,71,69,72,69,61,62,68,79,40,40,40,40,40,Almost Never,Medium,Unwavering,High
C. Baumgartner,Free Agents,Austria,178,68,25,Right foot,C,AMF,"['Attacking Midfielder', 'Left Wing Forward']","['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Second Striker', 'Centre Forward']",75,Free Agent,Europe,63,75,77,70,72,67,68,59,64,69,51,53,67,63,72,79,69,74,66,72,73,40,40,40,40,40,Occasionally,Very High,Standard,Low
Stefan Posch,Atalanta BC,Austria,190,82,27,Right foot,D,RB,"['Centre Back', 'Right Back']",['Right Midfielder'],75,Italian League,Europe,61,65,63,60,69,67,58,73,54,60,69,74,72,73,72,69,69,72,74,66,76,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
Florian Grillitsch,Valladolid MB,Austria,187,73,29,Right foot,B,DMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']",75,Spanish League,Europe,62,77,66,73,77,79,60,66,68,65,71,67,61,68,64,61,74,62,71,58,69,40,40,40,40,40,Rarely,Medium,Unwavering,Low
Michael Gregoritsch,Free Agents,Austria,193,87,30,Left foot,C,CF,"['Second Striker', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward']",75,Free Agent,Europe,70,73,69,70,66,67,72,68,74,76,49,49,55,55,68,59,81,64,71,58,66,40,40,40,40,40,Almost Never,High,Standard,Low
Patrick Pentz,Brøndby GB,Austria,184,80,27,Left foot,C,GK,['Goalkeeper'],[],74,Danish League,Europe,40,48,43,42,49,53,40,45,48,41,45,43,44,58,48,50,68,76,69,53,53,71,69,68,73,69,Rarely,Very High,Unwavering,Medium
Philipp Mwene,Free Agents,Austria,170,68,30,Right foot,C,RB,"['Left Back', 'Right Back']","['Left Midfielder', 'Right Midfielder']",74,Free Agent,Europe,60,65,69,60,66,64,60,56,60,65,64,69,69,62,78,81,72,66,58,68,75,40,40,40,40,40,Occasionally,High,Standard,Low
Saša Kalajdžić,Wolverhampton YB,Austria,200,90,27,Right foot,C,CF,['Centre Forward'],"['Attacking Midfielder', 'Second Striker']",74,English League,Europe,75,70,67,67,60,59,71,76,53,55,48,50,60,52,65,63,71,60,75,52,60,40,40,40,40,40,Rarely,High,Standard,Low
Maximilian Wöber,Leeds W,Austria,188,85,26,Left foot,C,CB,"['Centre Back', 'Left Back']",[],74,English 2nd Division,Europe,54,60,56,58,63,65,51,74,63,60,70,72,74,72,65,59,67,70,75,55,68,40,40,40,40,40,Rarely,Medium,Inconsistent,Low
Valentino Lazaro,Torino G,Austria,180,76,28,Right foot,C,RMF,"['Right Back', 'Left Midfielder', 'Right Midfielder', 'Right Wing Forward']","['Left Back', 'Attacking Midfielder', 'Left Wing Forward', 'Second Striker']",74,Italian League,Europe,64,69,71,69,69,64,61,56,62,71,60,61,61,63,78,78,69,58,62,72,70,40,40,40,40,40,Rarely,Medium,Inconsistent,Low
Alexander Schlager,Free Agents,Austria,184,77,28,Right foot,C,GK,['Goalkeeper'],[],74,Free Agent,Europe,40,49,45,47,53,55,40,49,48,43,46,44,46,60,53,54,70,73,66,62,51,70,68,70,74,71,Rarely,Medium,Unwavering,High
Heinz Lindner,Sion RW,Austria,187,80,34,Right foot,C,GK,['Goalkeeper'],[],74,Swiss League,Europe,40,49,44,43,51,55,40,45,48,41,45,45,47,59,50,49,70,69,69,51,51,69,68,66,75,74,Almost Never,Medium,Standard,Medium
Patrick Wimmer,Free Agents,Austria,182,77,23,Right foot,C,RWF,"['Right Midfielder', 'Right Wing Forward']","['Right Back', 'Left Midfielder', 'Attacking Midfielder', 'Left Wing Forward']",73,Free Agent,Europe,60,66,72,65,63,63,60,56,56,61,58,57,65,64,80,82,65,64,62,71,79,40,40,40,40,40,Rarely,Medium,Unwavering,Low
Romano Schmid,Free Agents,Austria,168,69,24,Right foot,C,AMF,"['Centre Midfielder', 'Attacking Midfielder', 'Second Striker']","['Defensive Midfielder', 'Left Midfielder', 'Right Midfielder']",73,Free Agent,Europe,64,78,77,80,74,67,61,53,63,68,54,51,58,53,67,76,66,66,61,74,66,40,40,40,40,40,Rarely,Medium,Standard,Medium
Hannes Wolf,New York City B,Austria,179,71,25,Left foot,D,RWF,"['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward']","['Centre Midfielder', 'Second Striker']",73,American League,Europe,67,70,71,67,70,70,64,55,60,70,50,55,69,60,70,75,67,62,60,71,66,40,40,40,40,40,Occasionally,Very High,Standard,Low
Marco Friedl,Free Agents,Austria,187,75,26,Left foot,C,CB,"['Centre Back', 'Left Back']","['Defensive Midfielder', 'Left Midfielder', 'Left Wing Forward']",73,Free Agent,Europe,55,67,63,62,64,67,52,68,50,64,71,73,70,70,68,61,68,67,70,58,69,40,40,40,40,40,Almost Never,Low,Standard,Medium
Muhammed Cham,Trabzonspor,Austria,180,67,24,Left foot,D,AMF,['Attacking Midfielder'],"['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker', 'Centre Forward']",72,Trendyol Süper Lig,Europe,67,68,73,65,69,70,66,47,65,72,50,54,60,57,79,75,69,60,50,72,65,40,40,40,40,40,Rarely,Medium,Standard,Low
Flavius Daniliuc,Verona GB,Austria,188,79,23,Right foot,C,CB,"['Centre Back', 'Right Back']","['Left Back', 'Defensive Midfielder']",72,Italian League,Europe,51,60,58,58,64,66,44,68,48,63,70,72,69,67,68,61,57,62,75,59,65,40,40,40,40,40,Occasionally,High,Standard,Medium
Kevin Stöger,Free Agents,Austria,175,73,31,Left foot,C,AMF,['Attacking Midfielder'],"['Centre Midfielder', 'Left Wing Forward', 'Second Striker']",72,Free Agent,Europe,63,72,69,74,75,77,66,57,67,72,53,49,53,52,59,68,72,57,58,68,68,40,40,40,40,40,Almost Never,Medium,Standard,Medium
Peter Žulj,Buriram United F.C.,Austria,185,80,31,Left foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']",['Attacking Midfielder'],72,Hilux Revo Thai League,Europe,62,72,63,67,72,73,64,60,66,67,63,64,62,62,65,64,74,60,70,62,69,40,40,40,40,40,Rarely,Medium,Standard,Medium
Daniel Bachmann,Watford BY,Austria,191,81,30,Right foot,C,GK,['Goalkeeper'],[],72,English 2nd Division,Europe,40,49,40,43,48,51,40,40,48,45,41,40,48,58,51,47,68,62,74,53,50,68,65,69,70,73,Rarely,Medium,Standard,Medium
Andreas Weimann,Blackburn BW,Austria,178,76,33,Right foot,B,SS,"['Attacking Midfielder', 'Second Striker', 'Centre Forward']","['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']",72,English 2nd Division,Europe,66,70,66,65,68,64,69,60,68,70,53,56,62,60,67,72,73,60,57,71,70,40,40,40,40,40,Occasionally,Medium,Standard,Medium
Leopold Querfeld,Free Agents,Austria,190,83,21,Right foot,C,CB,['Centre Back'],"['Right Back', 'Defensive Midfielder']",71,Free Agent,Europe,51,58,55,57,60,62,52,73,53,49,70,72,70,73,63,58,61,67,70,59,63,40,40,40,40,40,Rarely,Medium,Standard,Medium
Niklas Hedl,Free Agents,Austria,190,80,23,Right foot,C,GK,['Goalkeeper'],[],71,Free Agent,Europe,40,50,45,47,52,55,40,46,48,41,42,46,45,60,54,50,69,68,65,57,48,67,63,66,68,71,Rarely,Medium,Standard,Medium
Alexander Prass,Free Agents,Austria,180,72,23,Left foot,C,LMF,['Left Midfielder'],"['Left Back', 'Right Midfielder', 'Attacking Midfielder', 'Left Wing Forward']",71,Free Agent,Europe,60,66,71,64,61,67,68,54,67,70,52,59,64,63,74,68,75,63,64,69,77,40,40,40,40,40,Almost Never,Medium,Standard,Medium
David Affengruber,Elche BV,Austria,185,79,23,Right foot,D,CB,['Centre Back'],"['Defensive Midfielder', 'Centre Midfielder']",71,Spanish 2nd Division,Europe,50,60,54,58,60,62,48,71,51,54,72,67,63,69,67,64,60,67,69,60,70,40,40,40,40,40,Rarely,Medium,Standard,Medium
Michael Svoboda,Venezia ANV,Austria,195,90,26,Right foot,C,CB,"['Centre Back', 'Defensive Midfielder']",[],71,Italian League,Europe,52,60,54,58,63,66,50,70,53,60,69,68,68,65,61,58,60,64,76,53,67,40,40,40,40,40,Rarely,Medium,Standard,Low
Michael Steinwender,Heart of Midlothian FC,Austria,190,77,24,Right foot,C,CB,['Centre Back'],[],70,Scottish Premiership,Europe,50,55,53,60,60,62,49,69,48,56,69,69,72,65,58,61,62,60,75,55,72,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
Jonas Wendlinger,Almere City FC,Austria,192,85,24,Right foot,C,GK,['Goalkeeper'],[],70,Eredivisie,Europe,40,53,55,43,53,55,40,46,51,42,59,47,44,58,54,53,62,64,62,57,52,69,64,63,70,68,Rarely,Medium,Standard,Medium
Matthias Seidl,Free Agents,Austria,175,72,23,Right foot,C,AMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Right Midfielder', 'Second Striker']",70,Free Agent,Europe,65,70,68,71,69,65,64,56,61,65,52,54,59,58,68,73,70,59,59,65,69,40,40,40,40,40,Regularly,Very High,Standard,Medium
Matthias Braunöder,Como A,Austria,173,67,22,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']","['Left Midfielder', 'Attacking Midfielder']",70,Italian League,Europe,61,67,65,65,67,64,57,63,58,60,64,67,69,72,69,71,69,70,60,71,76,40,40,40,40,40,Rarely,Medium,Standard,Medium
David Schnegg,Washington D.C. BR,Austria,185,80,26,Left foot,B,LB,"['Left Back', 'Left Midfielder']",['Left Wing Forward'],70,American League,Europe,56,69,65,64,65,67,51,60,60,62,62,67,71,66,67,65,63,67,71,58,75,40,40,40,40,40,Almost Never,Medium,Standard,Medium
Yusuf Demir,Galatasaray SK,Austria,173,69,21,Left foot,C,RWF,"['Attacking Midfielder', 'Right Wing Forward']","['Centre Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Second Striker']",70,Trendyol Süper Lig,Europe,60,74,77,68,60,61,60,53,62,67,46,49,50,54,73,77,59,55,51,75,58,40,40,40,40,40,Occasionally,Medium,Inconsistent,Medium
Albert Vallçi,Sankt Gallen GW,Austria,191,78,29,Right foot,C,CB,"['Centre Back', 'Right Back']","['Left Back', 'Right Midfielder']",70,Swiss League,Europe,54,59,58,52,55,56,53,68,55,58,64,68,70,72,72,60,64,64,70,52,76,40,40,40,40,40,Rarely,High,Standard,Medium
Junior Adamu,Free Agents,Austria,183,78,23,Right foot,C,CF,['Centre Forward'],"['Right Wing Forward', 'Second Striker']",70,Free Agent,Europe,68,62,62,55,55,50,67,63,55,59,48,47,55,65,80,79,64,73,62,65,61,40,40,40,40,40,Almost Never,Medium,Inconsistent,Low
Adrian Grbić,Luzern BW,Austria,188,82,28,Right foot,D,CF,['Centre Forward'],"['Left Wing Forward', 'Right Wing Forward', 'Second Striker']",70,Swiss League,Europe,70,63,65,60,55,48,69,64,72,70,40,43,52,48,67,61,75,62,69,60,61,40,40,40,40,40,Rarely,High,Inconsistent,Low
Felix Bacher,GD Estoril Praia,Austria,190,81,24,Right foot,C,CB,['Centre Back'],[],69,Liga Portugal Betclic,Europe,48,60,53,56,60,61,42,70,55,53,63,69,72,67,60,60,69,62,74,60,72,40,40,40,40,40,Rarely,Medium,Standard,Medium
Raffael Behounek,Willem II Tilburg,Austria,187,80,27,Right foot,D,CB,['Centre Back'],[],69,Eredivisie,Europe,54,55,56,58,63,62,52,63,56,60,64,69,73,63,61,60,61,70,74,58,56,40,40,40,40,40,Rarely,Medium,Standard,Medium
Sven Sprangler,St. Johnstone FC,Austria,182,77,29,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']",['Attacking Midfielder'],69,Scottish Premiership,Europe,62,66,65,70,70,71,54,49,58,60,60,65,72,66,64,62,66,65,63,60,72,40,40,40,40,40,Rarely,Medium,Standard,Low
