Date,TeamA,TeamB,ScoreA,ScoreB,Tournament,Location,RatingChangeA,RatingChangeB,NewRatingA,NewRatingB
2024-06-04,Ireland,Hungary,2,1,Friendly,Ireland,14,-14,1622,1828
2024-06-04,Austria,Serbia,2,1,Friendly,Austria,5,-5,1862,1783
2024-06-05,Spain,Andorra,5,0,Friendly,Spain,0,0,2019,1113
2024-06-05,Slovakia,San Marino,4,0,Friendly,Austria,0,0,1655,777
2024-06-05,France,Luxembourg,3,0,Friendly,France,1,-1,2086,1512
2024-06-05,Denmark,Sweden,2,1,Friendly,Denmark,4,-4,1826,1693
2024-06-05,Belgium,Montenegro,2,0,Friendly,Belgium,1,-1,1987,1570
2024-06-06,Netherlands,Canada,4,0,Friendly,Netherlands,4,-4,1973,1712
2024-06-07,Scotland,Finland,2,2,Friendly,Scotland,-6,6,1770,1627
2024-06-07,Romania,Liechtenstein,0,0,Friendly,Romania,-10,10,1647,968
2024-06-07,Poland,Ukraine,3,1,Friendly,Poland,17,-17,1738,1850
2024-06-07,Germany,Greece,2,1,Friendly,Germany,3,-3,1920,1737
2024-06-07,England,Iceland,0,1,Friendly,England,-19,19,1981,1563
2024-06-07,Czechia,Malta,7,1,Friendly,Austria,2,-2,1774,1259
2024-06-07,Albania,Azerbaijan,3,1,Friendly,Hungary,10,-10,1623,1483
2024-06-08,Switzerland,Austria,1,1,Friendly,Switzerland,-1,1,1805,1863
2024-06-08,Sweden,Serbia,0,3,Friendly,Sweden,-18,18,1675,1801
2024-06-08,Spain,Northern Ireland,5,1,Friendly,Spain,1,-1,2020,1515
2024-06-08,Slovenia,Bulgaria,1,1,Friendly,Slovenia,-8,8,1733,1488
2024-06-08,Portugal,Croatia,1,2,Friendly,Portugal,-14,14,2000,1969
2024-06-08,Hungary,Israel,3,0,Friendly,Hungary,4,-4,1832,1554
2024-06-08,Denmark,Norway,3,1,Friendly,Denmark,8,-8,1834,1733
2024-06-08,Belgium,Luxembourg,3,0,Friendly,Belgium,1,-1,1988,1511
2024-06-09,Slovakia,Wales,4,0,Friendly,Slovakia,16,-16,1671,1684
2024-06-09,Montenegro,Georgia,1,3,Friendly,Montenegro,-16,16,1554,1666
2024-06-09,Italy,Bosnia and Herzegovina,1,0,Friendly,Italy,1,-1,1949,1476
2024-06-09,France,Canada,0,0,Friendly,France,-9,9,2077,1721
2024-06-10,Poland,Turkey,2,1,Friendly,Poland,8,-8,1746,1749
2024-06-10,Netherlands,Iceland,4,0,Friendly,Netherlands,2,-2,1975,1561
2024-06-10,Czechia,North Macedonia,2,1,Friendly,Czechia,3,-3,1777,1547
2024-06-11,Portugal,Ireland,3,0,Friendly,Portugal,2,-2,2002,1620
2024-06-11,Moldova,Ukraine,0,4,Friendly,Moldova,-3,3,1350,1853
2023-01-25,United States,Serbia,1,2,Friendly,United States,-12,12,1807,1847
2023-03-23,Hungary,Estonia,1,0,Friendly,Hungary,1,-1,1826,1448
2023-03-23,Slovakia,Luxembourg,0,0,European Championship qualifier,Slovakia,-12,12,1568,1455
2023-03-23,Portugal,Liechtenstein,4,0,European Championship qualifier,Portugal,0,0,1998,978
2023-03-23,Kazakhstan,Slovenia,1,2,European Championship qualifier,Kazakhstan,-11,11,1380,1677
2023-03-23,Italy,England,1,2,European Championship qualifier,Italy,-26,26,1947,1993
2023-03-23,Denmark,Finland,3,1,European Championship qualifier,Denmark,8,-8,1891,1653
2023-03-24,Sweden,Belgium,0,3,European Championship qualifier,Sweden,-28,28,1746,1976
2023-03-24,Serbia,Lithuania,2,0,European Championship qualifier,Serbia,1,-1,1848,1247
2023-03-24,France,Netherlands,4,0,European Championship qualifier,France,26,-26,2108,2048
2023-03-24,Czechia,Poland,3,1,European Championship qualifier,Czechia,23,-23,1802,1779
2023-03-24,Austria,Azerbaijan,4,1,European Championship qualifier,Austria,5,-5,1756,1418
2023-03-25,Germany,Peru,2,0,Friendly,Germany,7,-7,1963,1844
2023-03-25,Georgia,Mongolia,6,1,Friendly,Georgia,0,0,1652,804
2023-03-25,Spain,Norway,3,0,European Championship qualifier,Spain,9,-9,2005,1744
2023-03-25,Scotland,Cyprus,3,0,European Championship qualifier,Scotland,4,-4,1756,1352
2023-03-25,Belarus,Switzerland,0,5,European Championship qualifier,Serbia,-5,5,1410,1884
2023-03-25,Croatia,Wales,1,1,European Championship qualifier,Croatia,-15,15,1936,1732
2023-03-25,Andorra,Romania,0,2,European Championship qualifier,Andorra,-5,5,1103,1615
2023-03-26,Slovenia,San Marino,2,0,European Championship qualifier,Slovenia,0,0,1677,783
2023-03-26,Slovakia,Bosnia and Herzegovina,2,0,European Championship qualifier,Slovakia,27,-27,1595,1607
2023-03-26,Malta,Italy,0,2,European Championship qualifier,Malta,-2,2,1254,1949
2023-03-26,Luxembourg,Portugal,0,6,European Championship qualifier,Luxembourg,-6,6,1449,2004
2023-03-26,Kazakhstan,Denmark,3,2,European Championship qualifier,Kazakhstan,37,-37,1417,1854
2023-03-26,England,Ukraine,2,0,European Championship qualifier,England,10,-10,2003,1812
2023-03-27,Poland,Albania,1,0,European Championship qualifier,Poland,5,-5,1784,1538
2023-03-27,Netherlands,Gibraltar,3,0,European Championship qualifier,Netherlands,0,0,2048,1068
2023-03-27,Montenegro,Serbia,0,2,European Championship qualifier,Montenegro,-16,16,1549,1864
2023-03-27,Moldova,Czechia,0,0,European Championship qualifier,Moldova,17,-17,1249,1785
2023-03-27,Ireland,France,0,1,European Championship qualifier,Ireland,-5,5,1673,2113
2023-03-27,Hungary,Bulgaria,3,0,European Championship qualifier,Hungary,5,-5,1831,1492
2023-03-27,Austria,Estonia,2,1,European Championship qualifier,Austria,3,-3,1759,1445
2023-03-28,Germany,Belgium,2,3,Friendly,Germany,-12,12,1951,1988
2023-03-28,Turkey,Croatia,0,2,European Championship qualifier,Turkey,-21,21,1702,1957
2023-03-28,Switzerland,Israel,3,0,European Championship qualifier,Switzerland,7,-7,1891,1602
2023-03-28,Scotland,Spain,2,0,European Championship qualifier,Scotland,42,-42,1798,1963
2023-03-28,Romania,Belarus,2,1,European Championship qualifier,Romania,6,-6,1621,1404
2023-03-28,Georgia,Norway,1,1,European Championship qualifier,Georgia,0,0,1652,1744
2023-06-12,Germany,Ukraine,3,3,Friendly,Germany,-6,6,1945,1818
2023-06-14,Netherlands,Croatia,2,4,European Nations League,Netherlands,-56,56,1992,2013
2023-06-15,Spain,Italy,2,1,European Nations League,Netherlands,24,-24,1987,1925
2023-06-16,Serbia,Jordan,3,2,Friendly,Austria,3,-3,1867,1589
2023-06-16,Poland,Germany,1,0,Friendly,Poland,12,-12,1796,1933
2023-06-16,North Macedonia,Ukraine,2,3,European Championship qualifier,North Macedonia,-11,11,1530,1829
2023-06-16,Malta,England,0,4,European Championship qualifier,Malta,-2,2,1269,2005
2023-06-16,Kosovo,Romania,0,0,European Championship qualifier,Kosovo,1,-1,1502,1620
2023-06-16,France,Gibraltar,3,0,European Championship qualifier,Portugal,0,0,2113,1068
2023-06-16,Finland,Slovenia,2,0,European Championship qualifier,Finland,22,-22,1694,1655
2023-06-16,Denmark,Northern Ireland,1,0,European Championship qualifier,Denmark,3,-3,1857,1520
2023-06-16,Andorra,Switzerland,1,2,European Championship qualifier,Andorra,-1,1,1120,1892
2023-06-17,Portugal,Bosnia and Herzegovina,3,0,European Championship qualifier,Portugal,4,-4,2008,1603
2023-06-17,Norway,Scotland,1,2,European Championship qualifier,Norway,-23,23,1721,1821
2023-06-17,Montenegro,Hungary,0,0,European Championship qualifier,Montenegro,10,-10,1559,1821
2023-06-17,Iceland,Slovakia,1,2,European Championship qualifier,Iceland,-22,22,1502,1617
2023-06-17,Faroe Islands,Czechia,0,3,European Championship qualifier,Faroe Islands,-7,7,1300,1792
2023-06-17,Cyprus,Georgia,1,2,European Championship qualifier,Cyprus,-10,10,1347,1662
2023-06-17,Belgium,Austria,1,1,European Championship qualifier,Belgium,-15,15,1973,1774
2023-06-17,Albania,Moldova,2,0,European Championship qualifier,Albania,6,-6,1544,1243
2023-06-18,Netherlands,Italy,2,3,European Nations League,Netherlands,-36,36,1956,1961
2023-06-18,Croatia,Spain,0,0,European Nations League,Netherlands,-2,2,2011,1989
2023-06-19,Ukraine,Malta,1,0,European Championship qualifier,Slovakia,2,-2,1831,1267
2023-06-19,Switzerland,Romania,2,2,European Championship qualifier,Switzerland,-16,16,1876,1636
2023-06-19,Slovenia,Denmark,1,1,European Championship qualifier,Slovenia,6,-6,1661,1851
2023-06-19,France,Greece,1,0,European Championship qualifier,France,2,-2,2115,1695
2023-06-19,England,North Macedonia,7,0,European Championship qualifier,England,3,-3,2008,1527
2023-06-20,Montenegro,Czechia,1,4,Friendly,Montenegro,-11,11,1548,1803
2023-06-20,Germany,Colombia,0,2,Friendly,Germany,-19,19,1914,1951
2023-06-20,Scotland,Georgia,2,0,European Championship qualifier,Scotland,11,-11,1832,1651
2023-06-20,Moldova,Poland,3,2,European Championship qualifier,Moldova,37,-37,1280,1759
2023-06-20,Liechtenstein,Slovakia,0,1,European Championship qualifier,Liechtenstein,-2,2,967,1619
2023-06-20,Iceland,Portugal,0,1,European Championship qualifier,Iceland,-4,4,1498,2012
2023-06-20,Hungary,Lithuania,2,0,European Championship qualifier,Hungary,1,-1,1822,1262
2023-06-20,Faroe Islands,Albania,1,3,European Championship qualifier,Faroe Islands,-18,18,1282,1562
2023-06-20,Estonia,Belgium,0,3,European Championship qualifier,Estonia,-6,6,1443,1979
2023-06-20,Bulgaria,Serbia,1,1,European Championship qualifier,Bulgaria,13,-13,1498,1854
2023-06-20,Austria,Sweden,2,0,European Championship qualifier,Austria,20,-20,1794,1737
2023-09-07,Austria,Moldova,1,1,Friendly,Austria,-9,9,1785,1289
2023-09-07,Slovenia,Northern Ireland,4,2,European Championship qualifier,Slovenia,10,-10,1671,1480
2023-09-07,Serbia,Hungary,1,2,European Championship qualifier,Serbia,-27,27,1827,1849
2023-09-07,Poland,Faroe Islands,2,0,European Championship qualifier,Poland,2,-2,1761,1280
2023-09-07,Netherlands,Greece,3,0,European Championship qualifier,Netherlands,8,-8,1964,1687
2023-09-07,France,Ireland,2,0,European Championship qualifier,France,2,-2,2117,1658
2023-09-07,Denmark,San Marino,4,0,European Championship qualifier,Denmark,0,0,1851,781
2023-09-07,Czechia,Albania,1,1,European Championship qualifier,Czechia,-15,15,1788,1577
2023-09-08,Slovakia,Portugal,0,1,European Championship qualifier,Slovakia,-6,6,1613,2018
2023-09-08,Georgia,Spain,1,7,European Championship qualifier,Georgia,-17,17,1634,2006
2023-09-08,Cyprus,Scotland,0,3,European Championship qualifier,Cyprus,-7,7,1336,1839
2023-09-08,Croatia,Latvia,5,0,European Championship qualifier,Croatia,1,-1,2012,1331
2023-09-09,Germany,Japan,1,4,Friendly,Germany,-25,25,1889,1879
2023-09-09,Romania,Israel,1,1,European Championship qualifier,Romania,-7,7,1629,1620
2023-09-09,North Macedonia,Italy,1,1,European Championship qualifier,North Macedonia,15,-15,1542,1946
2023-09-09,Kosovo,Switzerland,2,2,European Championship qualifier,Kosovo,14,-14,1490,1862
2023-09-09,England,Ukraine,1,1,European Championship qualifier,Poland,-9,9,1999,1840
2023-09-09,Azerbaijan,Belgium,0,1,European Championship qualifier,Azerbaijan,-2,2,1406,1981
2023-09-10,Hungary,Czechia,1,1,Friendly,Hungary,-4,4,1845,1792
2023-09-10,San Marino,Slovenia,0,4,European Championship qualifier,San Marino,-1,1,780,1672
2023-09-10,Lithuania,Serbia,1,3,European Championship qualifier,Lithuania,-4,4,1268,1831
2023-09-10,Ireland,Netherlands,1,2,European Championship qualifier,Ireland,-9,9,1649,1973
2023-09-10,Finland,Denmark,0,1,European Championship qualifier,Finland,-17,17,1689,1868
2023-09-10,Albania,Poland,2,0,European Championship qualifier,Albania,37,-37,1614,1724
2023-09-11,Slovakia,Liechtenstein,3,0,European Championship qualifier,Slovakia,1,-1,1614,965
2023-09-11,Portugal,Luxembourg,9,0,European Championship qualifier,Portugal,3,-3,2021,1503
2023-09-11,Armenia,Croatia,0,1,European Championship qualifier,Armenia,-4,4,1509,2016
2023-09-12,Scotland,England,1,3,Friendly,Scotland,-12,12,1827,2011
2023-09-12,Germany,France,2,1,Friendly,Germany,14,-14,1903,2103
2023-09-12,Switzerland,Andorra,3,0,European Championship qualifier,Switzerland,1,-1,1863,1128
2023-09-12,Sweden,Austria,1,3,European Championship qualifier,Sweden,-36,36,1721,1821
2023-09-12,Spain,Cyprus,6,0,European Championship qualifier,Spain,1,-1,2007,1335
2023-09-12,Romania,Kosovo,2,0,European Championship qualifier,Romania,12,-12,1641,1478
2023-09-12,Norway,Georgia,2,1,European Championship qualifier,Norway,10,-10,1744,1624
2023-09-12,Italy,Ukraine,2,1,European Championship qualifier,Italy,9,-9,1955,1831
2023-09-12,Belgium,Estonia,5,0,European Championship qualifier,Belgium,2,-2,1983,1421
2023-10-12,Georgia,Thailand,8,0,Friendly,Georgia,6,-6,1630,1382
2023-10-12,Spain,Scotland,2,0,European Championship qualifier,Spain,10,-10,2017,1817
2023-10-12,Faroe Islands,Poland,0,2,European Championship qualifier,Faroe Islands,-6,6,1249,1730
2023-10-12,Croatia,Turkey,0,1,European Championship qualifier,Croatia,-37,37,1979,1743
2023-10-12,Belarus,Romania,0,0,European Championship qualifier,Hungary,12,-12,1416,1629
2023-10-12,Albania,Czechia,3,0,European Championship qualifier,Albania,43,-43,1657,1749
2023-10-13,England,Australia,1,0,Friendly,England,3,-3,2014,1770
2023-10-13,Portugal,Slovakia,3,2,European Championship qualifier,Portugal,2,-2,2023,1612
2023-10-13,Netherlands,France,1,2,European Championship qualifier,Netherlands,-18,18,1955,2121
2023-10-13,Austria,Belgium,2,3,European Championship qualifier,Austria,-16,16,1805,1999
2023-10-14,United States,Germany,1,3,Friendly,United States,-16,16,1801,1919
2023-10-14,Ukraine,North Macedonia,2,0,European Championship qualifier,Czechia,10,-10,1841,1548
2023-10-14,Slovenia,Finland,3,0,European Championship qualifier,Slovenia,27,-27,1699,1662
2023-10-14,Italy,Malta,4,0,European Championship qualifier,Italy,1,-1,1956,1253
2023-10-14,Hungary,Serbia,2,1,European Championship qualifier,Hungary,14,-14,1859,1817
2023-10-14,Denmark,Kazakhstan,3,1,European Championship qualifier,Denmark,3,-3,1871,1451
2023-10-15,Wales,Croatia,2,1,European Championship qualifier,Wales,31,-31,1706,1948
2023-10-15,Switzerland,Belarus,3,3,European Championship qualifier,Switzerland,-18,18,1845,1434
2023-10-15,Romania,Andorra,4,0,European Championship qualifier,Romania,2,-2,1631,1113
2023-10-15,Poland,Moldova,1,1,European Championship qualifier,Poland,-18,18,1712,1330
2023-10-15,Norway,Spain,0,1,European Championship qualifier,Norway,-11,11,1744,2028
2023-10-15,Georgia,Cyprus,4,0,European Championship qualifier,Georgia,7,-7,1637,1317
2023-10-15,Czechia,Faroe Islands,1,0,European Championship qualifier,Czechia,1,-1,1750,1248
2023-10-16,Luxembourg,Slovakia,0,1,European Championship qualifier,Luxembourg,-20,20,1488,1632
2023-10-16,Greece,Netherlands,0,1,European Championship qualifier,Greece,-13,13,1710,1968
2023-10-16,Bosnia and Herzegovina,Portugal,0,5,European Championship qualifier,Bosnia and Herzegovina,-8,8,1532,2031
2023-10-16,Belgium,Sweden,1,1,European Championship qualifier,Belgium,-16,16,1983,1739
2023-10-16,Azerbaijan,Austria,0,1,European Championship qualifier,Azerbaijan,-8,8,1449,1813
2023-10-17,Germany,Mexico,2,2,Friendly,United States,-2,2,1917,1840
2023-10-17,France,Scotland,4,1,Friendly,France,3,-3,2124,1814
2023-10-17,Albania,Bulgaria,2,0,Friendly,Albania,4,-4,1661,1425
2023-10-17,Serbia,Montenegro,3,1,European Championship qualifier,Serbia,7,-7,1824,1546
2023-10-17,San Marino,Denmark,1,2,European Championship qualifier,San Marino,0,0,779,1871
2023-10-17,Northern Ireland,Slovenia,0,1,European Championship qualifier,Northern Ireland,-13,13,1451,1712
2023-10-17,Malta,Ukraine,1,3,European Championship qualifier,Malta,-3,3,1250,1844
2023-10-17,Lithuania,Hungary,2,2,European Championship qualifier,Lithuania,17,-17,1337,1842
2023-10-17,England,Italy,3,1,European Championship qualifier,England,17,-17,2031,1939
2023-11-15,Belgium,Serbia,1,0,Friendly,Belgium,4,-4,1987,1820
2023-11-15,Israel,Switzerland,1,1,European Championship qualifier,Hungary,12,-12,1616,1833
2023-11-16,Slovakia,Iceland,4,2,European Championship qualifier,Slovakia,12,-12,1644,1479
2023-11-16,Liechtenstein,Portugal,0,2,European Championship qualifier,Liechtenstein,0,0,959,2031
2023-11-16,Georgia,Scotland,2,2,European Championship qualifier,Georgia,4,-4,1641,1810
2023-11-16,Estonia,Austria,0,2,European Championship qualifier,Estonia,-8,8,1371,1821
2023-11-16,Cyprus,Spain,1,3,European Championship qualifier,Cyprus,-2,2,1315,2030
2023-11-16,Bulgaria,Hungary,2,2,European Championship qualifier,Bulgaria,14,-14,1439,1828
2023-11-17,Poland,Czechia,1,1,European Championship qualifier,Poland,-4,4,1708,1754
2023-11-17,Moldova,Albania,1,1,European Championship qualifier,Moldova,12,-12,1342,1649
2023-11-17,Italy,North Macedonia,5,2,European Championship qualifier,Italy,4,-4,1943,1552
2023-11-17,England,Malta,2,0,European Championship qualifier,England,0,0,2031,1250
2023-11-17,Denmark,Slovenia,2,1,European Championship qualifier,Denmark,7,-7,1878,1705
2023-11-18,Germany,Turkey,2,3,Friendly,Germany,-17,17,1900,1764
2023-11-18,Switzerland,Kosovo,1,1,European Championship qualifier,Switzerland,-17,17,1816,1530
2023-11-18,Romania,Israel,2,1,European Championship qualifier,Hungary,19,-19,1650,1597
2023-11-18,Netherlands,Ireland,1,0,European Championship qualifier,Netherlands,3,-3,1971,1614
2023-11-18,Latvia,Croatia,0,2,European Championship qualifier,Latvia,-3,3,1349,1951
2023-11-18,France,Gibraltar,14,0,European Championship qualifier,France,0,0,2124,1059
2023-11-19,Spain,Georgia,3,1,European Championship qualifier,Spain,3,-3,2033,1638
2023-11-19,Serbia,Bulgaria,2,2,European Championship qualifier,Serbia,-18,18,1802,1457
2023-11-19,Scotland,Norway,3,3,European Championship qualifier,Scotland,-9,9,1801,1754
2023-11-19,Portugal,Iceland,2,0,European Championship qualifier,Portugal,1,-1,2032,1478
2023-11-19,Hungary,Montenegro,3,1,European Championship qualifier,Hungary,6,-6,1834,1549
2023-11-19,Bosnia and Herzegovina,Slovakia,1,2,European Championship qualifier,Bosnia and Herzegovina,-18,18,1485,1662
2023-11-19,Belgium,Azerbaijan,5,0,European Championship qualifier,Belgium,3,-3,1990,1498
2023-11-20,Slovenia,Kazakhstan,2,1,European Championship qualifier,Slovenia,5,-5,1710,1481
2023-11-20,Northern Ireland,Denmark,2,0,European Championship qualifier,Northern Ireland,53,-53,1491,1825
2023-11-20,North Macedonia,England,1,1,European Championship qualifier,North Macedonia,16,-16,1568,2015
2023-11-20,Italy,Ukraine,0,0,European Championship qualifier,Germany,-6,6,1937,1850
2023-11-20,Czechia,Moldova,3,0,European Championship qualifier,Czechia,3,-3,1757,1339
2023-11-20,Albania,Faroe Islands,0,0,European Championship qualifier,Albania,-18,18,1631,1265
2023-11-21,Poland,Latvia,2,0,Friendly,Poland,2,-2,1710,1347
2023-11-21,Austria,Germany,2,0,Friendly,Austria,14,-14,1835,1886
2023-11-21,Romania,Switzerland,1,0,European Championship qualifier,Romania,24,-24,1674,1792
2023-11-21,Greece,France,2,2,European Championship qualifier,Greece,14,-14,1729,2110
2023-11-21,Gibraltar,Netherlands,0,6,European Championship qualifier,Portugal,0,0,1059,1971
2023-11-21,Croatia,Armenia,1,0,European Championship qualifier,Croatia,1,-1,1952,1470
2022-03-24,Scotland,Poland,1,1,Friendly,Scotland,-2,2,1727,1772
2022-03-24,Hungary,Serbia,0,1,Friendly,Hungary,-9,9,1717,1855
2022-03-24,Wales,Austria,2,1,World Cup qualifier,Wales,9,-9,1845,1722
2022-03-24,Sweden,Czechia,1,0,World Cup qualifier,Sweden,15,-15,1836,1819
2022-03-24,Portugal,Turkey,3,1,World Cup qualifier,Portugal,7,-7,1979,1720
2022-03-24,Italy,North Macedonia,0,1,World Cup qualifier,Italy,-38,38,1992,1668
2022-03-25,Romania,Greece,0,1,Friendly,Romania,-13,13,1653,1684
2022-03-25,Norway,Slovakia,2,0,Friendly,Norway,8,-8,1740,1659
2022-03-25,France,Ivory Coast,2,1,Friendly,France,1,-1,2115,1686
2022-03-25,Bosnia and Herzegovina,Georgia,0,1,Friendly,Bosnia and Herzegovina,-14,14,1586,1563
2022-03-26,Spain,Albania,2,1,Friendly,Spain,1,-1,2038,1585
2022-03-26,Netherlands,Denmark,4,2,Friendly,Netherlands,11,-11,1941,1926
2022-03-26,Ireland,Belgium,2,2,Friendly,Ireland,7,-7,1690,2068
2022-03-26,Germany,Israel,2,0,Friendly,Germany,2,-2,1965,1628
2022-03-26,England,Switzerland,2,1,Friendly,England,5,-5,2037,1929
2022-03-26,Croatia,Slovenia,1,1,Friendly,Qatar,-6,6,1853,1621
2022-03-29,Wales,Czechia,1,1,Friendly,Wales,-3,3,1842,1822
2022-03-29,Turkey,Italy,2,3,Friendly,Turkey,-5,5,1715,1997
2022-03-29,Switzerland,Kosovo,1,1,Friendly,Switzerland,-9,9,1920,1501
2022-03-29,Spain,Iceland,5,0,Friendly,Spain,1,-1,2039,1540
2022-03-29,Slovakia,Finland,2,0,Friendly,Spain,17,-17,1676,1700
2022-03-29,Qatar,Slovenia,0,0,Friendly,Qatar,-4,4,1663,1625
2022-03-29,Northern Ireland,Hungary,0,1,Friendly,Northern Ireland,-10,10,1604,1727
2022-03-29,Netherlands,Germany,1,1,Friendly,Netherlands,-2,2,1939,1967
2022-03-29,Israel,Romania,2,2,Friendly,Israel,-2,2,1626,1655
2022-03-29,France,South Africa,5,0,Friendly,France,1,-1,2116,1544
2022-03-29,England,Ivory Coast,3,0,Friendly,England,2,-2,2039,1684
2022-03-29,Denmark,Serbia,3,0,Friendly,Denmark,10,-10,1936,1845
2022-03-29,Croatia,Bulgaria,2,1,Friendly,Qatar,2,-2,1855,1512
2022-03-29,Belgium,Burkina Faso,3,0,Friendly,Belgium,1,-1,2069,1550
2022-03-29,Austria,Scotland,2,2,Friendly,Austria,-3,3,1719,1730
2022-03-29,Albania,Georgia,0,0,Friendly,Albania,-3,3,1582,1566
2022-03-29,Portugal,North Macedonia,2,0,World Cup qualifier,Portugal,5,-5,1984,1663
2022-03-29,Poland,Sweden,2,0,World Cup qualifier,Poland,27,-27,1799,1809
2022-06-01,Poland,Wales,2,1,European Nations League A,Poland,17,-17,1816,1825
2022-06-01,Scotland,Ukraine,1,3,World Cup qualifier,Scotland,-31,31,1699,1848
2022-06-01,Argentina,Italy,3,0,Intercontinental Championship,England,30,-30,2138,1967
2022-06-02,Georgia,Gibraltar,4,0,European Nations League C,Georgia,2,-2,1568,1049
2022-06-02,Slovenia,Sweden,0,2,European Nations League B,Slovenia,-23,23,1602,1832
2022-06-02,Serbia,Norway,0,1,European Nations League B,Serbia,-30,30,1815,1776
2022-06-02,Spain,Portugal,1,1,European Nations League A,Spain,-8,8,2031,1992
2022-06-02,Czechia,Switzerland,2,1,European Nations League A,Czechia,20,-20,1842,1900
2022-06-03,Slovakia,Belarus,1,0,European Nations League C,Serbia,10,-10,1686,1464
2022-06-03,France,Denmark,1,2,European Nations League A,France,-33,33,2083,1969
